sample_identifier;collection_id;sample_type_id;sample_status_id;country_code;country_origin_code;referent_id;sampling_date;sample_multiple_value;sample_parent_identifier;container_parent_identifier;md_taxon;md_longueur;md_riviere;md_num_individu;uuid
T93870-MON;1;2;1;FR;FR;1;10/09/1998;;T93870;BOITE;TRF;246;Dranse;T236;cb35113b-9e90-50bd-81d1-a0dac9d46878
T93871-MON;1;2;1;FR;FR;1;10/09/1998;;T93871;BOITE;TRF;182;Dranse;T237;a38c8598-1fea-5c0c-be16-16da47bdaa15
T93872-MON;1;2;1;FR;FR;1;10/09/1998;;T93872;BOITE;TRF;180;Dranse;T239;e079ca4b-7fdf-50fe-9d43-214a7bc9a423
T93873-MON;1;2;1;FR;FR;1;10/09/1998;;T93873;BOITE;TRF;143;Dranse;T240;74d72ae8-68aa-5ced-847d-4d837373a446
T93874-MON;1;2;1;FR;FR;1;10/09/1998;;T93874;BOITE;TRF;137;Dranse;T241;f899f580-9be4-5012-bfa5-ebf0463b8756
T93875-MON;1;2;1;FR;FR;1;10/09/1998;;T93875;BOITE;TRF;144;Dranse;T242;c3ba8772-476b-5016-b319-8266a1a607b5
T93876-MON;1;2;1;FR;FR;1;10/09/1998;;T93876;BOITE;TRF;147;Dranse;T243;d44246ff-107b-5c95-b43f-44ab01fffabe
T93877-MON;1;2;1;FR;FR;1;10/09/1998;;T93877;BOITE;TRF;113;Dranse;T244;5d267bff-b1b4-5f71-b39f-922cd1f456dd
T93878-MON;1;2;1;FR;FR;1;10/09/1998;;T93878;BOITE;TRF;203;Dranse;T245;629f851c-cd86-5924-9a57-739cad42249c
T93879-MON;1;2;1;FR;FR;1;09/09/1998;;T93879;BOITE;TRF;240;Dranse;T6;95c1b606-8f23-5fa6-ba29-faa460a0f149
T93880-MON;1;2;1;FR;FR;1;09/09/1998;;T93880;BOITE;TRF;218;Dranse;T7;a2871940-48e0-5af9-b2d1-37d16474d5ad
T93881-MON;1;2;1;FR;FR;1;09/09/1998;;T93881;BOITE;TRF;248;Dranse;T8;e8871855-1833-54e9-b874-ee3a88357283
T93882-MON;1;2;1;FR;FR;1;09/09/1998;;T93882;BOITE;TRF;175;Dranse;T9;bc61f0d6-8a17-5cf8-a4cf-f9ce2448c3c0
T93883-MON;1;2;1;FR;FR;1;09/09/1998;;T93883;BOITE;TRF;305;Dranse;T10;6860d681-93c6-5fac-a350-818db69c4f62
T93884-MON;1;2;1;FR;FR;1;09/09/1998;;T93884;BOITE;TRF;235;Dranse;T11;eefba5ad-b310-5f0c-8101-3e8d06da7873
T93885-MON;1;2;1;FR;FR;1;09/09/1998;;T93885;BOITE;TRF;226;Dranse;T12;c23f9287-b6c0-57b2-8199-8e22a214491e
T93886-MON;1;2;1;FR;FR;1;09/09/1998;;T93886;BOITE;TRF;212;Dranse;T13;1866a01a-3cd3-5dd6-b5cc-8d4d8fba7c1d
T93887-MON;1;2;1;FR;FR;1;09/09/1998;;T93887;BOITE;TRF;345;Dranse;T14;fda3429c-3f68-5a57-afe8-64fd1962bec1
T93888-MON;1;2;1;FR;FR;1;09/09/1998;;T93888;BOITE;TRF;255;Dranse;T15;a208c6f1-fae8-5837-9c37-68decc10c292
T93889-MON;1;2;1;FR;FR;1;09/09/1998;;T93889;BOITE;TRF;235;Dranse;T16;e5b71c60-bf79-560a-8c82-625e966b862d
T93890-MON;1;2;1;FR;FR;1;09/09/1998;;T93890;BOITE;TRF;242;Dranse;T17;b384e94a-91a3-5bc1-a6a7-a1cf860abc45
T93891-MON;1;2;1;FR;FR;1;09/09/1998;;T93891;BOITE;TRF;185;Dranse;T18;e0decad6-c860-5cce-a920-4d3756a3408d
T93892-MON;1;2;1;FR;FR;1;09/09/1998;;T93892;BOITE;TRF;182;Dranse;T19;c52a7bda-26a0-55ec-8dd5-ac2f42ee9db8
T93893-MON;1;2;1;FR;FR;1;09/09/1998;;T93893;BOITE;TRF;242;Dranse;T20;8947c267-80f9-5526-b3d1-649ee91641a8
T93894-MON;1;2;1;FR;FR;1;09/09/1998;;T93894;BOITE;TRF;165;Dranse;T21;a890e6aa-af42-5a22-8fd5-e8a43906973b
T93895-MON;1;2;1;FR;FR;1;09/09/1998;;T93895;BOITE;TRF;142;Dranse;T22;a23258df-3afb-5c73-88a3-29be723b9e55
T93896-MON;1;2;1;FR;FR;1;09/09/1998;;T93896;BOITE;TRF;118;Dranse;T23;98a4b669-a883-5440-8702-a96a0be0524c
T93897-MON;1;2;1;FR;FR;1;09/09/1998;;T93897;BOITE;TRF;161;Dranse;T24;fb22824f-a272-5098-bdf3-8a5dc3024a98
T93898-MON;1;2;1;FR;FR;1;09/09/1998;;T93898;BOITE;TRF;136;Dranse;T25;ad50956b-814d-5412-a77d-51d17d7f9f84
T93899-MON;1;2;1;FR;FR;1;09/09/1998;;T93899;BOITE;TRF;78;Dranse;T27;e5d86b9b-bf1d-5a69-a27a-197ec5bbf44c
T93900-MON;1;2;1;FR;FR;1;09/09/1998;;T93900;BOITE;TRF;302;Dranse;T30;fa777c19-e733-52bc-a732-1350757e436e
T93901-MON;1;2;1;FR;FR;1;09/09/1998;;T93901;BOITE;TRF;306;Dranse;T31;c7b9bfc7-6008-53df-92b4-424588a66e6c
T93902-MON;1;2;1;FR;FR;1;11/09/1998;;T93902;BOITE;TRF;138;Dranse;T423;92b7a876-9dec-5f47-ba43-53a853895af6
T93903-MON;1;2;1;FR;FR;1;11/09/1998;;T93903;BOITE;TRF;138;Dranse;T424;1e3f80d8-64e3-5c5e-b837-db5489103e7c
T93904-MON;1;2;1;FR;FR;1;11/09/1998;;T93904;BOITE;TRF;165;Dranse;T425;b3ebc6a6-7a78-56ce-b5c7-6577909a37a2
T93905-MON;1;2;1;FR;FR;1;11/09/1998;;T93905;BOITE;TRF;166;Dranse;T426;6316dce0-b914-5d5b-86d9-7888839cfd85
T93906-MON;1;2;1;FR;FR;1;11/09/1998;;T93906;BOITE;TRF;124;Dranse;T427;c64be141-d076-5004-8312-523cb52ea218
T93907-MON;1;2;1;FR;FR;1;11/09/1998;;T93907;BOITE;TRF;124;Dranse;T428;aa60e605-e4ea-5703-a5d1-529e8e37e8c9
T93908-MON;1;2;1;FR;FR;1;11/09/1998;;T93908;BOITE;TRF;98;Dranse;T429;dc24bee8-317d-5463-b784-7a33c0e3ef47
T93909-MON;1;2;1;FR;FR;1;11/09/1998;;T93909;BOITE;TRF;110;Dranse;T430;e4a1cc77-3f07-5fe7-b2dc-07aff15fe696
T93910-MON;1;2;1;FR;FR;1;11/09/1998;;T93910;BOITE;TRF;104;Dranse;T431;a914d556-ebd7-5f69-9381-6801177c0d32
T93911-MON;1;2;1;FR;FR;1;11/09/1998;;T93911;BOITE;TRF;105;Dranse;T432;904f8a13-139b-5b99-ae4e-968151202e5c
T93912-MON;1;2;1;FR;FR;1;11/09/1998;;T93912;BOITE;TRF;115;Dranse;T433;6a852f8b-04bf-5b24-9681-3144aeeb7e64
T93913-MON;1;2;1;FR;FR;1;11/09/1998;;T93913;BOITE;TRF;182;Dranse;T440;05f26a14-cb27-5abf-a321-a3ceebf2e4e1
T93914-MON;1;2;1;FR;FR;1;11/09/1998;;T93914;BOITE;TRF;142;Dranse;T441;4341d8f9-c0f9-5a96-9f73-d06cbc7e4096
T93915-MON;1;2;1;FR;FR;1;11/09/1998;;T93915;BOITE;TRF;205;Dranse;T444;74bf5d2c-7dbd-50a2-b836-bfe2a331d6cc
T93916-MON;1;2;1;FR;FR;1;11/09/1998;;T93916;BOITE;TRF;174;Dranse;T445;6e8dbf8c-3b60-5f26-901f-0e0e17cdbf96
T93917-MON;1;2;1;FR;FR;1;11/09/1998;;T93917;BOITE;TRF;214;Dranse;T446;1b27bd1e-87eb-5e82-aa1d-c5ce767377f6
T93918-MON;1;2;1;FR;FR;1;11/09/1998;;T93918;BOITE;TRF;198;Dranse;T447;c01faebc-c85f-56b2-8809-7965318dc2b3
T93919-MON;1;2;1;FR;FR;1;11/09/1998;;T93919;BOITE;TRF;157;Dranse;T448;c389bd38-f529-5027-b409-df2399820f84
T93920-MON;1;2;1;FR;FR;1;11/09/1998;;T93920;BOITE;TRF;147;Dranse;T449;465ecd93-4aa9-522c-84e1-285d92e03dcc
T93921-MON;1;2;1;FR;FR;1;11/09/1998;;T93921;BOITE;TRF;106;Dranse;T450;8cb4973f-146a-56dc-97f9-c47f141566e3
T93922-MON;1;2;1;FR;FR;1;11/09/1998;;T93922;BOITE;TRF;114;Dranse;T451;03dad44b-56c9-5d79-9a56-df535bd64a3b
T93923-MON;1;2;1;FR;FR;1;11/09/1998;;T93923;BOITE;TRF;95;Dranse;T452;20c80ae4-fb92-5a85-acef-854ee06faf70
T93939-MON;1;2;1;FR;FR;1;10/09/1998;;T93939;BOITE;TRF;148;Dranse;T109;8c2c6f2b-7e93-5fc7-a52b-440307c2bca8
T93940-MON;1;2;1;FR;FR;1;10/09/1998;;T93940;BOITE;TRF;221;Dranse;T110;e010526c-9953-5d16-91da-96d8a7e389d9
T93941-MON;1;2;1;FR;FR;1;10/09/1998;;T93941;BOITE;TRF;138;Dranse;T111;2e0452e0-9493-57de-b051-4a0a7cae076c
T93942-MON;1;2;1;FR;FR;1;10/09/1998;;T93942;BOITE;TRF;238;Dranse;T112;6c3946a9-a694-50fe-bdb6-786f2015e749
T93943-MON;1;2;1;FR;FR;1;10/09/1998;;T93943;BOITE;TRF;290;Dranse;T113;0eade7ab-06f5-53c6-9292-bc0018caf863
T93944-MON;1;2;1;FR;FR;1;10/09/1998;;T93944;BOITE;TRF;275;Dranse;T114;a6454603-8dc8-5401-b378-c5b1c0c8fa99
T93945-MON;1;2;1;FR;FR;1;10/09/1998;;T93945;BOITE;TRF;180;Dranse;T115;7c690c7a-2e42-55a8-920a-c52161a064a2
T93946-MON;1;2;1;FR;FR;1;10/09/1998;;T93946;BOITE;TRF;305;Dranse;T116;a79a2677-e548-5d52-bb16-acf9b582b0a4
T93947-MON;1;2;1;FR;FR;1;10/09/1998;;T93947;BOITE;TRF;242;Dranse;T117;17845460-81ef-5113-a7ef-4db660b07637
T93948-MON;1;2;1;FR;FR;1;10/09/1998;;T93948;BOITE;TRF;251;Dranse;T118;d47f3ac0-4652-5d71-90ff-7004082efa2d
T93949-MON;1;2;1;FR;FR;1;10/09/1998;;T93949;BOITE;TRF;232;Dranse;T119;6437c59b-111a-530c-9472-909941a7a2eb
T93950-MON;1;2;1;FR;FR;1;10/09/1998;;T93950;BOITE;TRF;187;Dranse;T120;54d930a4-56c9-5fee-a327-47c47d090b9b
T93951-MON;1;2;1;FR;FR;1;10/09/1998;;T93951;BOITE;TRF;156;Dranse;T121;9e567bf1-171f-5912-aba8-83c6f3df8d27
T93952-MON;1;2;1;FR;FR;1;10/09/1998;;T93952;BOITE;TRF;174;Dranse;T122;925a48a9-aa6b-546f-85b8-c20ec3576948
T93953-MON;1;2;1;FR;FR;1;10/09/1998;;T93953;BOITE;TRF;108;Dranse;T123;31035cf2-c7a3-564a-acc3-f9448d54f35a
T93954-MON;1;2;1;FR;FR;1;10/09/1998;;T93954;BOITE;TRF;161;Dranse;T124;92bf5989-f975-5df9-8421-787d2a70be97
T93955-MON;1;2;1;FR;FR;1;11/09/1998;;T93955;BOITE;TRF;280;Dranse;T461;46dd0ed1-0c35-59ee-aa2d-1d344bc4d903
T93956-MON;1;2;1;FR;FR;1;11/09/1998;;T93956;BOITE;TRF;300;Dranse;T462;a0334be4-4f07-5a3d-9d6a-3ae3f57725ef
T93957-MON;1;2;1;FR;FR;1;15/09/1998;;T93957;BOITE;TRF;242;Dranse;T463;4a76752f-17df-5a24-be03-de88faf18e57
T93958-MON;1;2;1;FR;FR;1;15/09/1998;;T93958;BOITE;TRF;255;Dranse;T464;20044490-549d-5abe-a606-1957c6c818eb
T93959-MON;1;2;1;FR;FR;1;15/09/1998;;T93959;BOITE;TRF;220;Dranse;T465;1500b004-ba16-590b-a26d-979a7e0fcaf2
T93960-MON;1;2;1;FR;FR;1;15/09/1998;;T93960;BOITE;TRF;248;Dranse;T466;0809727a-db46-5198-b683-dd8c57dd0721
T93961-MON;1;2;1;FR;FR;1;15/09/1998;;T93961;BOITE;TRF;213;Dranse;T467;57c28787-6f83-5610-a7c7-930b143b09b6
T93962-MON;1;2;1;FR;FR;1;15/09/1998;;T93962;BOITE;TRF;221;Dranse;T468;8c1d7be7-f027-5d3c-b43c-89a85b1621c9
T93963-MON;1;2;1;FR;FR;1;15/09/1998;;T93963;BOITE;TRF;201;Dranse;T469;f185b0dc-1e52-599c-957c-78df56b07aea
T93964-MON;1;2;1;FR;FR;1;15/09/1998;;T93964;BOITE;TRF;201;Dranse;T470;8d1ea44c-efd0-5651-92d6-b70c7376ff2c
T93965-MON;1;2;1;FR;FR;1;15/09/1998;;T93965;BOITE;TRF;182;Dranse;T471;464dc20d-46e7-5320-8689-19902b6dec72
T93966-MON;1;2;1;FR;FR;1;15/09/1998;;T93966;BOITE;TRF;185;Dranse;T472;30c5f0c8-9d4d-5980-8416-662c8336b8ec
T93967-MON;1;2;1;FR;FR;1;15/09/1998;;T93967;BOITE;TRF;127;Dranse;T473;7a8e1687-30f5-5bc2-b68c-cf5cb07254bd
T93968-MON;1;2;1;FR;FR;1;15/09/1998;;T93968;BOITE;TRF;175;Dranse;T474;a5d1ed8c-a7d7-53fb-ba4d-04bd25c3a93f
T93969-MON;1;2;1;FR;FR;1;15/09/1998;;T93969;BOITE;TRF;278;Dranse;T475;1edf47de-b970-5b62-a918-67f2e683900d
T93970-MON;1;2;1;FR;FR;1;15/09/1998;;T93970;BOITE;TRF;289;Dranse;T476;e4731a8b-bd35-563b-89d6-e65b4520d644
T93971-MON;1;2;1;FR;FR;1;15/09/1998;;T93971;BOITE;TRF;270;Dranse;T477;6133c5f7-74e5-542a-87b8-a1224e58c32e
T93972-MON;1;2;1;FR;FR;1;15/09/1998;;T93972;BOITE;TRF;205;Dranse;T478;a0e3bc55-146d-5066-baba-27c1a9b0c733
T93973-MON;1;2;1;FR;FR;1;15/09/1998;;T93973;BOITE;TRF;202;Dranse;T479;64f7750a-8373-59e0-950d-0ea2edd830a5
T93974-MON;1;2;1;FR;FR;1;15/09/1998;;T93974;BOITE;TRF;165;Dranse;T480;42481348-6494-5d88-864e-e74d5793ad60
T93975-MON;1;2;1;FR;FR;1;15/09/1998;;T93975;BOITE;TRF;212;Dranse;T481;a30a1ab1-0e4d-5f9a-9459-303282fc8f0f
T93976-MON;1;2;1;FR;FR;1;15/09/1998;;T93976;BOITE;TRF;203;Dranse;T482;7c369933-7cb8-5323-884b-94ad3c819b85
T93977-MON;1;2;1;FR;FR;1;15/09/1998;;T93977;BOITE;TRF;125;Dranse;T483;9883719d-7193-524f-865b-9e37e5124492
T94060-MON;1;2;1;FR;FR;1;10/09/1998;;T94060;BOITE;TRF;253;Dranse;T166;cdf0378d-73b3-58af-a6d4-d7ad49b58b1b
T94061-MON;1;2;1;FR;FR;1;10/09/1998;;T94061;BOITE;TRF;145;Dranse;T167;5b9983e3-53b2-53f5-91f6-f85b9d11aa98
T94062-MON;1;2;1;FR;FR;1;10/09/1998;;T94062;BOITE;TRF;169;Dranse;T168;1c284506-8faf-575d-a529-f3ef8456ea9f
T94063-MON;1;2;1;FR;FR;1;10/09/1998;;T94063;BOITE;TRF;132;Dranse;T169;be74c1c8-c650-526b-b405-7bcda88948af
T94064-MON;1;2;1;FR;FR;1;10/09/1998;;T94064;BOITE;TRF;131;Dranse;T170;d92cfef0-5f88-50fa-8a33-bc445d0d7b98
T94065-MON;1;2;1;FR;FR;1;10/09/1998;;T94065;BOITE;TRF;139;Dranse;T171;678b6fbb-7adc-587f-aea2-4adb8c4351c9
T94066-MON;1;2;1;FR;FR;1;10/09/1998;;T94066;BOITE;TRF;135;Dranse;T172;f83acb2b-70d2-5696-a552-6a1496219dcb
T94067-MON;1;2;1;FR;FR;1;10/09/1998;;T94067;BOITE;TRF;159;Dranse;T173;f4416bab-917f-5f61-ad07-71739c3321f8
T94068-MON;1;2;1;FR;FR;1;10/09/1998;;T94068;BOITE;TRF;125;Dranse;T174;26f72bde-5a22-5e3c-a63d-6177da456ea6
T94069-MON;1;2;1;FR;FR;1;10/09/1998;;T94069;BOITE;TRF;123;Dranse;T175;94229b30-9954-5a45-8187-deeacfe5ed71
T94070-MON;1;2;1;FR;FR;1;10/09/1998;;T94070;BOITE;TRF;137;Dranse;T176;f5b9205e-6f09-52dc-83f0-7e340cf49f3f
T94071-MON;1;2;1;FR;FR;1;10/09/1998;;T94071;BOITE;TRF;105;Dranse;T177;73b91c35-8167-557c-9109-f43f258d8ed9
T94072-MON;1;2;1;FR;FR;1;10/09/1998;;T94072;BOITE;TRF;116;Dranse;T178;e85ba4d5-6802-5d31-bcd0-c33bdea331e2
T94074-MON;1;2;1;FR;FR;1;10/09/1998;;T94074;BOITE;TRF;377;Dranse;T188;e93ec38c-c83b-5d22-bc2f-80543d772b20
T94075-MON;1;2;1;FR;FR;1;10/09/1998;;T94075;BOITE;TRF;270;Dranse;T189;60152c98-e207-5519-861b-5cd4d1e17fcd
T94076-MON;1;2;1;FR;FR;1;10/09/1998;;T94076;BOITE;TRF;256;Dranse;T190;65023380-ec8e-54fa-8eff-a7a09c7b1470
T94077-MON;1;2;1;FR;FR;1;10/09/1998;;T94077;BOITE;TRF;241;Dranse;T191;57239f79-d9d2-5b08-9fee-e0f386f8d350
T94078-MON;1;2;1;FR;FR;1;10/09/1998;;T94078;BOITE;TRF;168;Dranse;T192;463031d3-d0a8-5fa4-9278-5deb9d5e18ee
T94079-MON;1;2;1;FR;FR;1;10/09/1998;;T94079;BOITE;TRF;205;Dranse;T193;3c476a76-b500-5ed8-8bab-ae90e99db816
T94080-MON;1;2;1;FR;FR;1;10/09/1998;;T94080;BOITE;TRF;172;Dranse;T194;f4a2b885-e097-55a9-8250-70236f931e5d
T94081-MON;1;2;1;FR;FR;1;10/09/1998;;T94081;BOITE;TRF;213;Dranse;T195;16001428-5303-5ff3-9623-52a67171829b
T94082-MON;1;2;1;FR;FR;1;10/09/1998;;T94082;BOITE;TRF;260;Dranse;T196;bf19c370-8035-521d-96d3-d27c49e83c27
T94083-MON;1;2;1;FR;FR;1;10/09/1998;;T94083;BOITE;TRF;193;Dranse;T197;481833d1-4c67-52d9-9ab3-b51bdc23ce06
T94084-MON;1;2;1;FR;FR;1;10/09/1998;;T94084;BOITE;TRF;135;Dranse;T125;e46ef3a5-eba5-58f0-9534-8c980065bdb0
T94085-MON;1;2;1;FR;FR;1;10/09/1998;;T94085;BOITE;TRF;132;Dranse;T126;e0996384-a712-58ac-998d-3cf22ff0bfd7
T94086-MON;1;2;1;FR;FR;1;10/09/1998;;T94086;BOITE;TRF;110;Dranse;T127;2a1a5193-254c-5e82-a3f8-d9fb04cc9ba7
T94087-MON;1;2;1;FR;FR;1;10/09/1998;;T94087;BOITE;TRF;112;Dranse;T128;a1503284-36ad-5ac7-bc19-be96a320f9e3
T94088-MON;1;2;1;FR;FR;1;10/09/1998;;T94088;BOITE;TRF;116;Dranse;T129;0d15ce11-9a8a-5e19-b549-09701d148dfc
T94089-MON;1;2;1;FR;FR;1;10/09/1998;;T94089;BOITE;TRF;85;Dranse;T130;2b0c13aa-4df4-5b59-a8a4-b65ef58d2774
T94090-MON;1;2;1;FR;FR;1;10/09/1998;;T94090;BOITE;TRF;178;Dranse;T150;3a71c1cb-e8d2-516c-bfef-47cc37aad0fb
T94091-MON;1;2;1;FR;FR;1;10/09/1998;;T94091;BOITE;TRF;248;Dranse;T151;d6e38add-10e7-5180-bc5b-c7cd365e3b48
T94092-MON;1;2;1;FR;FR;1;10/09/1998;;T94092;BOITE;TRF;226;Dranse;T152;57ef213a-0963-5ffd-aa05-cf5de44b38a2
T94093-MON;1;2;1;FR;FR;1;10/09/1998;;T94093;BOITE;TRF;202;Dranse;T153;7914f75d-ba59-5bba-868e-87d6d022d636
T94094-MON;1;2;1;FR;FR;1;10/09/1998;;T94094;BOITE;TRF;176;Dranse;T154;111bf03d-dd53-51b7-a62b-4cc8e465b7be
T94095-MON;1;2;1;FR;FR;1;10/09/1998;;T94095;BOITE;TRF;220;Dranse;T155;c76b781a-d604-5c9d-959e-6fc41d42fed6
T94096-MON;1;2;1;FR;FR;1;10/09/1998;;T94096;BOITE;TRF;176;Dranse;T156;197017b5-bef7-5dd5-96ce-9c7963cba51a
T94097-MON;1;2;1;FR;FR;1;10/09/1998;;T94097;BOITE;TRF;175;Dranse;T157;76820a9c-e41e-59f1-8b85-b0b5f43bcc41
T94098-MON;1;2;1;FR;FR;1;10/09/1998;;T94098;BOITE;TRF;180;Dranse;T158;d92acca6-cb17-5689-b5a0-66b3778c4627
T94099-MON;1;2;1;FR;FR;1;10/09/1998;;T94099;BOITE;TRF;162;Dranse;T159;66561d5f-8dc9-54a5-94e9-8fe58b24da2b
T94100-MON;1;2;1;FR;FR;1;10/09/1998;;T94100;BOITE;TRF;183;Dranse;T160;8419fd65-1e6e-5204-9fd2-424a20dd7277
T94101-MON;1;2;1;FR;FR;1;10/09/1998;;T94101;BOITE;TRF;165;Dranse;T161;56f7afa0-eae5-5032-8edb-b8ae4bb54d80
T94102-MON;1;2;1;FR;FR;1;10/09/1998;;T94102;BOITE;TRF;153;Dranse;T162;0a798425-c90c-5127-a639-4e1eec8fb7c8
T94103-MON;1;2;1;FR;FR;1;10/09/1998;;T94103;BOITE;TRF;188;Dranse;T163;734b43f3-b0e2-5f47-b93a-d334e244d7af
T94104-MON;1;2;1;FR;FR;1;10/09/1998;;T94104;BOITE;TRF;135;Dranse;T164;a03c0695-c3eb-541b-962a-289de3e8915e
T94105-MON;1;2;1;FR;FR;1;10/09/1998;;T94105;BOITE;TRF;167;Dranse;T165;6ea62dc5-e061-5b15-af44-a5ddecd05f69
T94516-MON;1;2;1;FR;FR;1;06/09/1999;;T94516;BOITE;TRF;304;Dranse;IL211;d96a40af-8261-5b54-889d-fcdf88f2a665
T94517-MON;1;2;1;FR;FR;1;06/09/1999;;T94517;BOITE;TRF;236;Dranse;IL212;1e41a78d-70a3-5443-a951-571c2d2ad336
T94518-MON;1;2;1;FR;FR;1;06/09/1999;;T94518;BOITE;TRF;187;Dranse;IL213;a67eca32-683d-5bff-ae2d-8bd614e9372f
T94519-MON;1;2;1;FR;FR;1;06/09/1999;;T94519;BOITE;TRF;160;Dranse;IL214;07d8804b-0245-55d3-86e7-fb0ebe119e2b
T94520-MON;1;2;1;FR;FR;1;06/09/1999;;T94520;BOITE;TRF;184;Dranse;IL215;8b324f2a-8c15-5a0a-9dc2-b321961207e2
T94521-MON;1;2;1;FR;FR;1;06/09/1999;;T94521;BOITE;TRF;169;Dranse;IL216;2acf4fe8-d7e7-52d4-ba41-dc7544aa5855
T94522-MON;1;2;1;FR;FR;1;06/09/1999;;T94522;BOITE;TRF;171;Dranse;IL217;7ccdcf5c-77d6-5d7e-b5da-cd2ffb87af6c
T94523-MON;1;2;1;FR;FR;1;06/09/1999;;T94523;BOITE;TRF;185;Dranse;IL218;0875e5cd-422d-57bc-a05b-f9b015629afb
T94524-MON;1;2;1;FR;FR;1;06/09/1999;;T94524;BOITE;TRF;153;Dranse;IL219;3f87983b-3ebb-5f0b-901b-c4a5f920a4e4
T94525-MON;1;2;1;FR;FR;1;06/09/1999;;T94525;BOITE;TRF;166;Dranse;IL220;3e4353fb-a49c-5525-8f0c-d76b27cdf15d
T94526-MON;1;2;1;FR;FR;1;06/09/1999;;T94526;BOITE;TRF;196;Dranse;IL221;9dde6530-c8a9-58bd-8db7-4aba9392dfce
T94527-MON;1;2;1;FR;FR;1;06/09/1999;;T94527;BOITE;TRF;242;Dranse;IL222;463d2fcc-5a21-5094-98f1-11a28502afbb
T94528-MON;1;2;1;FR;FR;1;06/09/1999;;T94528;BOITE;TRF;195;Dranse;IL223;a2af0737-e52b-501f-ac54-5a3045c0d1b8
T94529-MON;1;2;1;FR;FR;1;06/09/1999;;T94529;BOITE;TRF;226;Dranse;IL205;d6dff48a-6e0a-5679-b8ec-45c8f03037d2
T94530-MON;1;2;1;FR;FR;1;06/09/1999;;T94530;BOITE;TRF;251;Dranse;IL206;852ced0e-0cb0-5700-9e2f-3fd36e254276
T94531-MON;1;2;1;FR;FR;1;06/09/1999;;T94531;BOITE;TRF;232;Dranse;IL207;b63b2b58-769b-5fbd-b6ca-ec5c7a774acb
T94532-MON;1;2;1;FR;FR;1;06/09/1999;;T94532;BOITE;TRF;162;Dranse;IL208;0a8ba903-475b-59f3-86f4-c5dc81a31e9e
T94533-MON;1;2;1;FR;FR;1;06/09/1999;;T94533;BOITE;TRF;146;Dranse;IL209;12cebeca-2d86-552c-a8cb-e952c3fd9421
T94534-MON;1;2;1;FR;FR;1;06/09/1999;;T94534;BOITE;TRF;253;Dranse;IL204;31274416-9401-5127-b1eb-d3f6dee83ff7
T94535-MON;1;2;1;FR;FR;1;06/09/1999;;T94535;BOITE;TRF;242;Dranse;IL104;ec6b0f2a-b790-5e5b-b90d-af63ece217ef
T94536-MON;1;2;1;FR;FR;1;06/09/1999;;T94536;BOITE;TRF;304;Dranse;IL101;1103f48a-08b6-5297-bf50-56f97c07bf23
T94537-MON;1;2;1;FR;FR;1;06/09/1999;;T94537;BOITE;TRF;165;Dranse;IL102;9f107560-abca-514e-a538-63cfd0b2b8b8
T94538-MON;1;2;1;FR;FR;1;06/09/1999;;T94538;BOITE;TRF;284;Dranse;IL194;bcd73d4e-ce87-5b1b-975e-129f451757bd
T94539-MON;1;2;1;FR;FR;1;09/09/1999;;T94539;BOITE;TRF;212;Dranse;IL812;086728e4-d79c-5f96-a93c-a5b1ca611490
T94540-MON;1;2;1;FR;FR;1;09/09/1999;;T94540;BOITE;TRF;202;Dranse;IL813;f28ff74f-92d4-5100-bf06-da9323c14ec2
T94541-MON;1;2;1;FR;FR;1;09/09/1999;;T94541;BOITE;TRF;214;Dranse;IL814;36909686-99b1-5d8f-81d0-d37a238386a2
T94542-MON;1;2;1;FR;FR;1;09/09/1999;;T94542;BOITE;TRF;200;Dranse;IL815;3e4d1402-54c6-5242-98d8-8aac6b71f123
T94543-MON;1;2;1;FR;FR;1;09/09/1999;;T94543;BOITE;TRF;207;Dranse;IL816;3a006007-bfa6-559d-b655-606b4ca4bf22
T94544-MON;1;2;1;FR;FR;1;09/09/1999;;T94544;BOITE;TRF;160;Dranse;IL817;8aaecd25-db3b-58c7-9d40-1869c54cecbe
T94545-MON;1;2;1;FR;FR;1;09/09/1999;;T94545;BOITE;TRF;157;Dranse;IL818;20faac5d-f286-5ba2-b7d9-9321fc7968e8
T94546-MON;1;2;1;FR;FR;1;09/09/1999;;T94546;BOITE;TRF;178;Dranse;IL819;daf0c0d6-5ac1-574c-9326-1138f0c4cc6d
T94547-MON;1;2;1;FR;FR;1;09/09/1999;;T94547;BOITE;TRF;136;Dranse;IL820;4f55cb57-b3f4-56c4-aa96-a02303d30019
T94548-MON;1;2;1;FR;FR;1;09/09/1999;;T94548;BOITE;TRF;140;Dranse;IL821;6246caa6-7506-509b-8b43-93e6f41a25ef
T94549-MON;1;2;1;FR;FR;1;09/09/1999;;T94549;BOITE;TRF;186;Dranse;IL822;6f68ae5a-bcfa-5ce0-8c5b-f218b99eee5b
T94550-MON;1;2;1;FR;FR;1;09/09/1999;;T94550;BOITE;TRF;141;Dranse;IL823;9c96791e-a4b7-5e85-a061-28ff864ea3f2
T94551-MON;1;2;1;FR;FR;1;06/09/1999;;T94551;BOITE;TRF;292;Dranse;IL247;3214f7dc-d0e1-5195-aa35-48138a1a586f
T94552-MON;1;2;1;FR;FR;1;06/09/1999;;T94552;BOITE;TRF;223;Dranse;IL248;8af2da67-ac4a-5208-8e56-d900e93d1ef9
